text,label
@coy0te no orange sweetie x nice that your happy ,1
@TKfan27 Maybe... if you ever get the fuck over here. I'm just kidding...no I'm not kidding. ,1
downloaded the sunshine soundtrack ,1
@Mar_sha LOL no she is what they call a fag hag.  I wish she had one .,1
@maialideth wait -- that's what they're doing. . .  #squarespace maybe they ARE dnd!,1
@PurseBlog shite . . . reception is on a rooftop ,0
@postsecret Thank you for doing what you do. I always look forward to Sunday mornings now ,1
loves this city ,1
The trending topics are kind of lame tonight...someone make up a new one please. ,0
@bellysbride they are super expensive  only want it for Hollys room so want to keep it cheap,0
@iiiiiihaaaaaa   where are you? when I need you...,0
[Wrong!] Michelle leann if your readin this i love u and your the bomb  http://tinyurl.com/ocwtoj,1
@jeff_lamarche @luciuskwok you guys are confusing me!  I'm at Moscone now (need the wifi) not sure if I have to go back or start shopping?,1
@izzatiarchuleta hey!! yeah I know u  I saw u on DA.com haha!,1
Sitting in ICT doing nothing! ,0
@adamn_w  I'm sure you will work your magic ,1
"@eddieizzard Glasgow was gorgeous earlier but now starting to cloud over... Still hot though, not good school show set-building weather! ",0
"post show depressions is the worst  and no ones here to cheer me up *ipod on, head down*",0
awe im sry  not good either.,0
@BeesCreations   that is sad....,0
Hey @x17online really no red carpet for the Twilight cast   no fair  (X17Live live > http://ustre.am/39qb),0
http://twitpic.com/80aca - ...no more! ,0
It's such a pity they parted ways...  ♫ http://blip.fm/~8ltmn,0
@jasnazorn how are you? ,1
@bigkennytv and @johnrich for some odd reason this silly thing won't let me follow ya'll.  sadness now consumes me. ,0
@QueenArielDeNey Lmao! Po lil tink-tink! Smh ,1
@teemwilliams OH no - yeah they need a good dose of dysentary and scurvy - remember scurvy from history class   hope that made ya laugh ,1
"@bobwin Oh, well then I don't know her. lol Well I'm sorry it didn't work out. Better luck next time? ",1
"Still cloudy out, but I got a lot done at work   Going home now, I'm hungry.",1
"@AddieBef Lol  I was wrong then ahah, you were supposed to wrap it up in that nasty goo thing.",0
"@anrre, que poco twitteas ",1
@WeeShannon THE FIRST GUESS WAS RIITTEEEE ,1
@Lady_Twitster have you put all your friends into different categories? favourites etc!! ,1
i'm so boredd! listening to music alone ,0
1 HOUR..until i go to work. oh fun.  I dont wanna go.,0
@officialnjonas: I don't have Disney Channel  I'm so sad...,0
Supernatural was good as  Loved it.,1
"@Yazz_xD hehe yeah, its not the whole song though  x",0
Watching hairspray with gma. ,1
@Shadez @Asfaq @artagnon @wanderblah ohh i so much missed this 1... had lot of work ,0
@chamillionaire Wish I could go. Gotta work. ,0
& the bf of course ,1
@TheFrenchNomad BTW that is a sweet a$$ lens man!! I miss it so much after giving it back to my dad  I don't have 1800$ to my name to buy!,0
is home from school early ,1
super sick bleh doesnt feel like im gonna get better any time soon ,0
@kyleduke I for one am sad  I've watch pretty much every episode since it's come out,0
"@RachelMcAdams_ you know we expect a photo of the finished masterpiece, right?    although i may eat my computer at that point... ",1
I wanna crawl under a rock and stay there ,0
@Zounja ka son! aku disuruh tidur kmrn. i was waiting for ur reply for several minutes but theres no answer  HAHA bikin rendang susah!,0
"I'm very confused right now :S 'bout several things :S and feeling a little bit sad, i don't know why :S ",0
@emmaawatsonn is my gorgeous friends  she showed me all the pictures of her photoshoots and such. BEAUTIFUL ,1
shower shower ,1
lmao I can't believe @mr_gl just did a table top strip show for me & @lady_leo510!!! lmfao (we were too broke to tip sorry) ,0
Watching House durring lunch at work- don't want to go back ,0
Thanks 4 #followfriday  @Pamela_Jones: ! @Themelis_Cuiper @denyseduhaime @QueensOnly ,1
@davetran that made me feel a whole lot better ,1
@sc_mu  tnxs Scotty. just 4 hrs in london  .Konami sucks.luckily you flight! I'd never been able 2catch a flight 2 be & come back in 6hrs!,0
@fran_yeah e esse fórum aí é bom? i do miss PL.  aushaushuas,0
@chicalibre DOH slocama = tomorrow?  i'll be in cupertino for the day  oh well next month!,0
"@pradeepto I am trying to download updated OpenOffice 3.x for Fedora/Linux on my Core2 Duo, 2 GB RAM, 160 GB Thinkpad, over a 1 mbps link ",0
watched the last episode of the game! i wish it wasnt canceled tho ,0
Hmm for some reason I am obnoxiously motivated & happy for a Monday? I like it ,1
Dropped the ball on Blink 182 in T.O tickets ,0
brrr cold today weather ism't everything. Weather was nice yesterday nice and sunny now too much clouds ,0
"Event Search on ABC: SA, All Region, All Categories, Family, In the Future.... No results could be found to match your criteria. ",0
"hey, where'd my background go???? I uploaded new one and not visible now ",0
I wanna go home ,0
@Mark_Sanchez Neat!  Am hearing about his visit to NYC on the news in Boston area now!   Becky (@Smee81),1
"Just got home from erie, had a wonderful time, and am seriously looking forward to not going to work for the next 3 months... ",1
"@djsteen Yeah, it's called a brain.  (ducks and runs)",1
@adamagee & @jordanmesser hmm...good q...maybe write something focused around ya'lls fav bible verses. but anything by you 2 is amazing ,1
"@GlamourFrog I can't do his toes, he's wrapped up too well in the quilt. ",0
Please tell your friends to follow @peterfacinelli and if you haven't done so yet follow him as well  thanks.,1
@lucylemon thank you so much for the rt ,1
"Well, that plan didn't work out: That was only a ten minute shower.  i have a feeling that i will be doing some ""anxious cleaning"".",0
aw shit. I double tweeted. ,0
Just watched mcfly!! on T4 ..  am now watching wolverine origins T4 special HUGH JACKMAN! sadness haha,1
@OneJon85 - gross. ,0
"quality sunday with family, life's good ",1
Figuring out what else to do... Sunday! Chillin' ,1
@chantelleeeee OMG !!! R u serious x U r gonna hav soo much fun x ,1
"@ruch I agree! Jack Nicholson's One Flew Over The Cuckoo�s Nest is a classic. And Salman-Kareena's Kyun Ki is the ""shameless"" remake! ",1
this punchout banner im workin on is turning out great so far ,1
"Doing Art stuff, it's not even drawing it's just writing up stuff! ",0
I saw @paigejavier at Mary Grace! ,1
Was doing well with the recovery from my surgery. But after the shower I took the pain is bad. ,0
@thetruthwillout I can't follow you because you have a NOT SAFE FOR WORK avatar. ,0
"@sdmcbee I saw the mohawk dude crying too, sissy. And UFC fighters cannot play tennis either ",1
Cullen brought home an art project.  I'm really diggin' it.   http://yfrog.com/5d8xmj,1
@ddlovato Wish i could!  All the way in Australia. ,0
@adamwc Sounds good to me!  I'll see you then...,1
Bom dia twitters ,1
Wow I need to go see a chiropractor..my back hurts so bad..maybe tyler can help*wink wink* haha..but I get to see momma today  finally,1
gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!,0
http://twitpic.com/6txqq - the painting has begun......yeah!  not my favorite hobby....,0
"off shopping, mum's treating me yass for Primark ",1
"!@markuss ah, right  well, you guys definitely have an awesome xoco culture. fantastic!",1
"@sthrnfairytale works a lot like tweetdeck, columns etc. Colors are better too. ",1
@ILUVNKOTB Cool! You had a way better Saturday than me. I drank until I made an ass out of myself in front of my family... ,0
Days off seem so much better when your actually in work ,0
I do not like the Cone of Shame. ,0
@XanDH ga on the hat.  We been takin under geared ppl to Hc uld though as the first boss is easy. ,0
cant pay my bills cause all my moneys spent ,0
Needs a function room in the Center of Newcastle   why is all the dates I want booked,0
Traffic as usual... ,0
"God, i feel like getting on stickam, but no-ones on. ",0
FOUND MY PERFECT WEDDING DRESS TODAY. LOOK LIKE A TOTAL PRINCESS IN IT  OUT AND ABOUT NOW,1
looks like no one wants to join my party  I promise to listen and won't feather my nest with tax payers money ,0
I wanna go home! ,0
@chitagirl god damn you Chita! I would have pushed miley so hard and ran for Hugh Jackman. ,0
Band did very melodic dark metal cover of 'The Rainbow Connection'. Awesome. ,1
whew! long day-just got back from son's high school grad ceremony and party. exhausted but good day. God blessed him. ,1
congratulations @patgeee for being MVP / mythical 5 / champion  so proud of you!!!!,1
@sea_holly best I've ever had for sure.  I can't wait to go back.  I wish there was one close to me ,0
still bitter about the cavs loss....but the hills cheer'd me up ,1
@AshyJonas yeahh i know! well i didnt find the other part ,0
im with my grandma and my dogs   http://twitpic.com/6t1ip,1
@DooneyStudio me and the remaining web developer have plans to keep the company afloat ,1
@WendyGYoung Wendy!  Happy Happy Birthday!  Hope it is absolutely fantastico!  ,1
@addictedtoNkotb hey sis. Glad to hear u r much more cheerful. ,1
"@shelikespurple Hmm, that's kind of the same hand. ",1
My prediction was correct...Feeling pretty awefull right now ,0
lazy to do my hair this morning. i'll do it at work ,1
@MrPeterAndre my husband and I love u Pete are thoughts and prayers are with you ,1
"Can't decide what I want and I am all out of bread, so I'm skipping breakfast. Bad idea. ",0
"is going to Guildford and then Woking in a bit just to finish my prom shopping, and I've probably spent too much anyway! ",0
I would LOVE to find a computer and/or a phone that could keep up with me! That's all I want!  ,0
is excited for Short Stack's Decmeber tour! And is watching a movie ,1
"@JaaviGomez u should go, take a risk and u may find something bigger&better   (no idea what ur talking abouttt but pete&me love yaaa)",1
@jamiepotter A classic stone cottage in the middle of nowhere with veg gardensolar panels&a media server you can access from every room ,1
Sprinkles may not make everything better but they do make me smile ,1
"i may be 23, but thunderstorms still scare me!!! ",0
@olafsearson Im good ta -damn thats an early start you have there lol. I am just about to head off to work!  has to be done tho xx,0
"@Tamtara its taken me ages to actually get it done, if i wasnt such an airhead i culd ahve finished it ages ago! i miss u tooo ",0
"hey everyone wanted to stop in to say good morning, again I have to be at work really early eatting and then on my way out ",1
p.s watch my dance live tonight at 7 at victorychurch.tv ,1
@MzNitra THERE YOU ARE! I was soooo extremely bored w/o you ,0
"@mc_orion aw well, same here mate.. it even hit the surrounding areas but not us ",0
@pcdmelodyt http://bit.ly/INT9b    Watcha think about that Melodyyy ?  ♥,1
I must learn ,0
@beccaRAR they still sell poptarts? I haven't had one in AGES! I'm craving now ,0
@cullenbell hey i am back sorry ,0
"@therainisfallen firstly, shut up. you're amazing. secondly, how AKWARD was sat night? poor salbal ",0
My head is sprouting nubbies LOL I haven't shaved my bollah head in 3 days grrr I'm starting 2 hate it ,0
@DottiBoinksalot Rosemary Balsamic Chicken.  It's ready - come on over!  ,1
zac efron has better eyebrows than I do ,0
cayden boyd is absolutely gorgeous...  NEW CELEB OBSESSION!!!! ))),1
This summer I want to work in a coffee shop. I think that would be wonderful.  http://tumblr.com/xwy220abf,1
"tomorrow is the big day! do you know why?  be safe, not sorry  http://tinyurl.com/c437jf",1
@KateUNE Thanks ,1
@ria12k4 thanzz  ,1
@Pattib0i that shit is so valley girl ,1
"Should I im brian, or shouldn't I? God so indecisive. His SO hates me. ",0
@jamesmachan haha kk sucks without my boys ,0
"@feblub I don't know about everyone else, but I am good ",1
Blaaah I'm so jealous I want the Xenon ,0
I have a pet butterfly hanging out in my room. his name is Philbert ,1
@NilajaKai I just feel like puking! Idk why tho  but at least I'm not at work anymore ,0
cant say im happy im going to school soon cause teachers awful. and no cinema bizarre 4 me ,0
Tonight Show with Conan O'Brien. ,1
@suzeannasaurus I know! I never see you! ,0
La im officially addicted to twitter!!!!!!!! ,1
"Need my brain to shut off.  Also, I miss TWoP of 2006.  ",0
@steveluong ditto ,0
AP: Gunfire at Iranian rally kills one ,0
"I have found a treasure trove of stuff under my bed room sofa, including socks, money, more socks and my CAPO! ",1
i think Tuesdays are bearable now. i can breathe already ,1
Your a jerkk   damm who ever knew jerking was so fun?,1
@ddlovato is the prettiest guurrrl out!!! wish i could be as gawgus as she is!!1 ,0
@courtneyhyder Do you have a dog?  ,1
Watching some movie and playin on my computer. ,1
@RapCoalition Hi Wendy! Hope all is well ,1
wna play acoustic but bust my high E string yesterday ,0
@celdee they're making my cabinet their home ,0
"mum, where r u? your beloved children r hungry and starving at home  @superfluidstate",0
"@Benin Ha, I feel you on the spoilers front. U aren't part of the 90% of ATL that doesn't show up 4 games, r u? ",1
"@djdeliver tell me about it... I always eat a meatless breakfast @ ihop, waffle house, dennys  no turkey or chicken sausage",0
"http://twitpic.com/84xqa - online journalism today. So true, it hurts ",0
out to eat with my family and husband. ,1
ab gehts drehen! i hate remake ,0
@josianna have you been talking to my ex ,0
i.am.so.tired. i shouldn't have stayed up for that silly short french open finals. bluegggh. now i.am.gonna suffer the whole day ,0
"I miss @misstake_13 too, but the gym still sucks when she's here or not  love you brittany!",0
Dave looks so cute in the dark ,1
TTYL! I feel like playing with my dog. ,1
happy Mother's Day to all the moms out there ,1
@BigEish I tried to get a phone tonight but I guess I'll try again tomorrow ,0
@ddlovato album is coming out on my birthday...im not sure how i feel about that...dont really wanna share my day ,0
@Moni7dSHEGETDOE thats because i'm the only one that understands you  ,1
my boyf wants to charge me for the internet ,0
heh beach boys on radio1! ,1
Hurrah! Status update sync across multiple Social Network accounts! ,1
@rogersmcgazza Can empathise - my little girl had her 3rd set of imms this afternoon ,0
weather in Cochrane for Saturday is 90% chance of rain/snow mix with a high of 7... I just hope the roads stay ok...,0
Have to trash all the carpet that was put in 1.5 years ago ,0
Work experience was good. Free coffees and hot chocolates! ,1
@raffale are you in Seattle tomorrow?  If so let me know and I will book you an appointment with Lancer ,1
@DukeDumont Mind over muscle ,1
Glad back to my twitter ,1
"So, got my netbook (it's TINY and AWESOME) - but ofc, I forgot I would need to charge the battery before it can be played with ",0
@babygirlparis  Well said Paris!! All the best to you ,1
@molliesunshine Yeah I'm loving it! After the kidney fiasco I changed my tune a bit lol ,1
grrrr... im not goin shoppin  x,0
@Creans leuke site ,1
@chrishalluk yeah im sure... im still super exhausted tho.. n I gotta work in the am ,0
"i am not going to cape town this year. a bit sad, but that's fine. ",0
Going to eat a birthday dinner with her friends then party! Woo!!! I wish I was in Dallas though. ,0
@niquejonas yay hokio hotel lactic acid whoo no way ha poor justi. u have no life mall cop=great movie. i wanna see HS too  well c ya soon,0
I want to move now...I hate waiting...I can't be patient. ,0
@ebassman Can I get a hug on June 18th at Mohegan Sun?  my friend and I will be wearing these shirts: http://www.twitpic.com/6s8mt <3,1
@sageeb we'll all support you from the tweetup  good luck #RADVISION #3 #fb,1
"loving saturdays?! the only problem is, they have to end... ",0
Yay  totally gonna love next week got it all planned out with @tatix3jonasduh gonna meet my two idols,1
@brendonuriesays DONT CATCH SWINE FLU!  just sayin. btw lots of people will be devastated incase you didnt know.,1
am SOOO jelouse of all the people goin to see the Jonas Brothers in 13 days at wembely ,0
"@rishh i know, its just something thats puzzled me a bit, lol. Hows your study going? gl on your exams bb ",1
At the office. This causes frown face.   ,0
Work tomorrow  I'm thinking abt cleaning out my closet tomorrow�out w the old! I wonder if @kyddange wants to help?,0
enjoying the sunday night line up on fox ,1
@digitalps Canon is dominating the 'Most popular cameras' list on Dpreview and 'Popular cameras on Flickr' . And that's from a Nikonian ,0
come on... drop by 1  95. blogratings.com,0
"@adyota @donasyafrina @audreyzefangya @bening @lollygloria mumpun gue di jkt, cmon let's hv sum photo hunt togetherrrr ",1
"@PatricAllen wow! i got the confirmation already. You rock. ""bounce!bounce!shine!"" ",1
@julianmuerto thank you! ,1
"greek, jamaican ",1
@lancearmstrong You're more adict than me with the iPhone on my bike ) - suggesting Trek to build Madone with Blackberry? ,1
Going for my first swim in months. How many laps will I do? I'm thinking 10 tops ,0
wallhanging project: some new progress - embroidery finished  http://bit.ly/qlxyU,1
"@Reinaluna awwww well i don't think a new job will cheer you up all that much, unless you're unemployed ",0
@bigyahu No! not sure whether to be relieved or offended!  Have a gr8 wkend,1
@mojosanjay Shucks. Get well soon. I'm under the weather even without being ill. Burned out to bits ,1
"Where the hell did my picture go to? I uploaded it and whaaaaaaa, its vanished.. Hmm... Lovely weather today ",1
http://twitpic.com/5eyzw - Wailua falls...do i have to leave tomorrow? ,0
Awwww thats kewl but when will it be my ture #squarespace    #####ssssqqqquuuuuaaarrrreeeeesssssppppppaaaaacccccceeeee,0
kinda looking forward to Big Brother tonight ,1
@joshgard yeah...I post my own pics to avoid stepping on other people's toes...thanks for the compliment ,1
"@mitchelmusso OMG I finished from see your video ""Hey"" is amazing  is very funny!!! I like it so much!!!!!! ",1
@JayJayLive haha...funny funny. my job..hmm..has its ups and downs..but overall I do enjoy it  I am an events & campaigns co-ordinator ,1
"I'm hungry now. But I won't rice, I'm craving for soto ayam  ",0
@green_eyedboi I'm here stuck at training for work with pains in my appendix  lol,1
Ana wil be 13 when the new WTA rankings come out. ,0
@sangitashres ok.. i need to by it then ,0
"@colezz hahaa, im looking forward to the end of exams so i can watch tv again without feeling bad  but lol, i guess i should read too :S",1
I'm so bored tonight ,0
Got her hair cut! No more ponytails!! ,1
"@chewysun you'll be proud, i'm keeping up! latest chapter of IPHRL now reviewed by ME  ?",1
OMG I have to get a whooping cough booster shot... :'( I hate needles! ,0
Watching a spider wing its web around a firefly in its web. The firefly is blinking its last blinks. Sad. ,0
@jessicfor Saw your tweet and had to open iTunes and listen  I love that movie!,1
"listening to ""we all know"" by short stack  ",1
"@wethedan I'm pulling an allnighter, I'll set my alarm for 12 to have a a minutes dance. ",1
@fancypance I am so mad at myself for falling asleep before it started...  I had been looking forward to it all week!!,0
@ranajune Glad to hear you weren't back visiting for the day.  Sad stuff.  ,0
@loopsnhoops Haha actually I was running some errands around Orchard ... just random snapping ,1
Nobody's following me...  I'm sad,0
@lopps_1999 Just eat bacon and drink vodka - why do you have to mix the two? ,1
"@furious__rose What are you doing today?  Uber cleaning?  I'm depressed, its cloudy and I have no interesting plans ",0
"@MatthewSison I love that song, man ",1
working 1 til 9  then going for a curry with the girlies .,0
@TheSims3 my sims 3 game run's slow ,0
I shouldn't have watched all that porn as a teenager   http://bit.ly/164Bgm #fb,0
@iheartrachael WHAT ARE YU SERIOUSE FUCK THEM!  gr!,0
"Champagne brunch with Dad at 10, then off to the beach.  This is going to be a good day ",1
@4BiddenPlastic Awwwww.... I Effing Love That Movie... Why U Watching It Alone ,0
Can't watch scary movies alone anymore ,0
@BritRick09 too late! I already won ,1
SWEET! Jeopardy just started!   ,1
@punchdouble just came out of my mid-year evaluation.  Everything is ALL GOOD!  ,1
@macNC40 I'll ask right now ,1
My 'donut fish' sandwich has been discontinued. ,0
Can I tell y'all a secret? I kinda miss LHCF. ,0
My profile picture won't show up..... I'm still not sleepy ,0
"Jenny and l are at a bar in Atlanta and they're doing karaoke.  Someone is singing Walk by Pantera.  l appreciate it, but it's ",0
"says oh i did not sleep well last night, woke up hugging my pillow  http://plurk.com/p/x5m2x",0
@NickHodge Bought the Repo Man soundtrack in the 80s - Pablo Picasso was never called an asshole ,1
"Once again, the burger king grants me with more chicken tenders than i ordered  ",1
just woke up...san diego might be a go...i should prob get serious about doing the stuff my parents said to do ,1
@rurunavira Whats that? ,1
@samflyfan where are you going to c them? ,1
@manuelchao il still be in crutches in September! ,0
I Want A Brew ,1
@lucy_lilly aww poor thing!! bad times  xx,0
"@reedsies haha, sure. I dont know who's worth following ",0
no one is signing up to come talk?  the lighting on this webcam sucks anyway...http://bit.ly/CZHD8,0
"Day 2 of the jackhammers working across the street.  Oh, joy! ",0
"@hank_honker Oops just picked up your message, busy with new i phone. Baltacha lost 1st set 5-7 after being 3-1 up. ",0
@blipfish Re: Current Jam. @foxvox you nerd ,1
@professor12 gray! .... i so feel neglected ,0
"@alexandrastack i like fantasy movies, bout fairytale, pricesses, or movies bout teenage life ",1
@sharpener Good number ,1
nobody ever replys to my tweets. lmaoo; i guess i must be borinng ,1
Morris/Carico rehersal went well. Sweet prayers to all my family and friends. And praying my yucky pleiricy goes away I don't feel good ,0
"@JamesAbb5 having to leave it  till the morn anyway, mum took so long complaining it got too late to do it",0
http://twitpic.com/7wovs - I miss the SEC walk. I miss Ateneo. I miss everything about college.  (Photo taken after batch pic taking),0
Tiredddd.  Went on a morning walk and !MAN! the sun just kills you! lol,0
@yyoyoma a pretty delicious sounding one  lol,1
@tommcfly : Hope you had fun guys.  now you know the european fans! ;D go on and visit Germany please. <3,1
Ps I look great tonight   http://twitpic.com/50s3v,1
"just returned from Leeds Met. fine art show, deffinitely a cast range of work, painting in particular was excellent ",1
@mishacollins OK it finally worked and I voted for you... ahem... and Jim ,1
It really does hun. I may not even get on the internet ,0
@yvonnert don't know  - I would suggest US$ -the site itself is registered in europe somewhere - but is not EU$ - so US$ would be my guess,0
@hanghazi my Aariz had fever. He's back to himself now. Ceria & chatty. Thanks ya   How is Matt's baby? Hope nuthin serious...,1
It is no longer 'early 2009'. I would like more Exes and Ohs please ,0
"@paulwallbaby I sure will, thank you 4hittin me back  I hope you digg my idea.btw I hope u changed ur album rel/party 4m spiros cme2Dallas",1
Good night...sleeping early today ,1
Its weekends like this one that I wish I was still a student...I don't wanna go wrk 2morrow if the weather is good ,0
is drinking Smirnoff Ice Green Apple Bite while munching on crunchy Cheetos ,1
checking out wht sherri has been up lol fun ,1
@Nachhi thank you for the soft support  u are always good to me ,1
@Luigi51896 Thats cool man! Sounds like fun!! ,1
"Cooking tea. Pizza, wedges and beans. Eating outside this evening, too nice to be indoors ",1
OK MY BEST FRIEND IS THE BESTEST EVER! I LOVE YOU MORE EVERYTHING MRS T ELLO UR AWESOME! I MISSED YOU SO MUCH ,0
"@billyraycyrus Hello, Do You Answare Fans? i have been told miley cyrus dont :/  bad for me   i rlly wanna chat her -.-",0
@nickjonas you were really great at the MMVA's.you inspire me so much and teach me lots of lessons.i wish you a good tour MyTicket=stolen ,0
@SMjosh lol he must have felt like one of those guys in Outbreak.  Glad to hear he's ok now tho ,1
Baby sitting my 3 year old brother who will not go to sleep ,0
"@lantarian Winter=June, July, August. Spring=September, October, November, Summer=December, January, February, Autumn=March, April, May. ",1
"4 days till paramore  know the new songs by heart. ""Ignorance is your new best friend"". #paramore",1
i H8T the dentis!! my teeth really hurt  i H8t braces,0
@alydenisof http://twitpic.com/4cz3s - Awww. Loving the new haircut. You and Felicia look like you're having a good time also. ,1
it's getting closer AND louder not enjoying this ,0
"If i were a boy,i will play soccer everyday. and if i were a girl, i will going shopping a day long. ",1
@Schofe Good morning Phillip.Starting to think you had overslept! ,1
@lcohen Latest Ctrl+Alt+Del Sims 3 comic is up  http://bit.ly/AOZ9k  Maybe that's what @bthomson should do when he comes home tomorrow!,1
seriously. best weekend ever. so sad i had to leave! ,0
R.I.P Kathleen Veronica Beard 1921-2000. ,0
@gaylondon I know.Everyone does need a superhero.This one is mine thou! ,1
"wow, you really had me fooled. SO FREAKING DONEEEEEEE ",0
My dog is sick. ,0
@AntonetteArco tell me about it. ,0
Got the new incubus CD ,1
"@Ms_SMooth @thatIheartDgirl Thx! Sorry u guys r working.  All I know is it's way too hot 2 be doing anything outside 2day. C, u okay?",0
"@BuzzEdition Hi Susan, please update me on the status of the logo? My DM's not working this morning ",0
@Jbaker82000 he is 36 and has a 10 yr okd daughter which he shares 50/50 custody ,1
@RobPattinson_  hey there! just wanted to say im a HUGE  fan! keep up the great work  xoxo,1
"@UltraBeast22 really im so surprised being that it is a bigger city!! shoot even ""SmallBany"" has job openings, smh sorry to hear that ",0
@t_isfortammy Sorry for the random attack on your character. Im a bit grumpy. No hot water at home today ,0
"@rodet yea  hanging out in Munich. 2night H-Moll-Messe  cheers, Gerrit",1
"@iFel My creative corner, like Joe's ",0
Done with haircuts... Home to kiss the boif and take a nap... Work at the 2nd job in about 45 til close. But life really is too good ,1
"My big girl just im'd me. She's in birmingham al, she says that She's at a dump trying to get something to eat. She's so uncomfortable ",0
How did i get stuck watchin over everything Smh Damn n im hungry  didn't have ne breakfast,0
@Rob_Hoffman yeah!  dodgers all the way,1
hating revision ,0
@AmazinglyMeInt hmm i was considering it. dunno what her prob is. overtired? one cheek is super red ,0
"@UppityBlack how did u watch the sounders over the weekend?  I don't get that channel, I have directv ",0
"@lilymoments girl i love you too. who is my bestie,huh? ",1
"@frogbot ..if your chicken, say your chicken.  ""We're Chicken!""  183 miles is a long trip to hunt and get a possible       Maybe, soon...",0
"@sygee  Until @twitter brings back our #EVERYONEbutton, access PT @ http://twitter.com/public_timeline or link in btm of Settings.  ",1
Keali`i Reichel - Mele A Ka Pu`uwai (part of song only)   ♫ http://blip.fm/~7jm88,0
@AdaPeck click the link on ecr's twitter. lots of nice places in thanet...but not qing  must do s/thing about that.,0
@ReneeDeLuca be prepared for little other than weather reports ,0
@Exoticbella_ lol I just read what I typed. I'm a little tipsy just got home from the clubl. ,1
Andy Samberg needs his own show. I wish Awesometown got picked up! ,0
this chair hurts my ass ,0
"@MoodMooks It is already, no? ",1
is not liking the online livebox right now. Internet is dead. ,0
"I just searched my brother's name on facebook, just to see what would come up. He came up. He had a facey and didn't want to be my friend ",0
@shawnjackett lol  no problem....that happens to me sometimes too!! ,1
feeling neglected ,0
I really sad.  The Gucci Spring/Summer sale starts today and I am broke.      www.gucci.com,0
You take so long to write back!!!  What on earth are you doing?   ,0
(@chriscuzzy) http://twitpic.com/6cnpq - Sun burn  Note to self. Wear sun cream when in sun.,0
@dexteraddict aw... If i were there i would give you super beeg hugs my friend. ,0
"Titan went to the babysitters today, for two week i dont get to see my pup ",0
@erinnxily It's 11:12 now ,0
Bootleg bus pass didn't work this time around ,0
I challenge YOU to have something really fun to talk about when I come back from dinner! ,1
"after the tonight show with Conan, time to look up E3 2009 ",1
picked up my wedding invitations today ,1
"@startingover09 Love that new avatar pix, Patti--beautiful!! ",1
@PatriciaSmiley I pulled up the last few minutes of the show. Works fine on my Linux laptop! It's SO nice to be able to grab the podcast! ,1
Sat at the studio for 2hrs yesterday having an intervetion with Billy and Ciara's band...I'm starting to understand guys now. ,1
@RICHARDnick oooooo heck no Richard ...once yU go black yU never go back ,1
ALWAYS take extra time to be rude & ask questions you already know the answers to. employees love that. it really makes their day ,1
"time to start planning my glastonbury rain outfit, already have a few boss ideas ",1
@grantrobin I did. But thank you anyway. ,1
daddy gee is annoyed I never got him a top ,0
Eating one of my biscuts that I made ,1
i reallyyyy want to pass add maths. please don't let me fail. please don't let me fail ,0
"@lesley_m_ OMG, I <3 you 4 life now!  I know you're bomb diggity at it too, so ULTIMATE SCORE!!!  ",1
Loading pics......WODNB in Toronto @ Circa nightclub>   Visit me on myspace  user name D&B Girl,1
feels useless! itching to live. ,0
"@toosweet4rnr about hope & LedZep. True, but they have now become legend & memory to those who got that to see them all live. Not me tho ",0
@ladyfeetz i did it ! yay !! this makes my brain hurt ,0
@xodrealovexo oh...I forgot to mention that I was looking for a new room mate for when I move in July ,1
@amyshell so do i ,1
"@ENews i LOVE The Jonas Brothers!, i'm going to see them in wembly on 15th June!  we get so excited when we hear their in England!",1
"@xo_mcflyandjb hah thanks, i bet you are confused ",1
"Oh, Spock... I wish you were the you that is comfortable with all facets of yourself. Seeing you troubled makes me sad... ",0
"Was great to get out for a walk, but a BIG mistake. My head is completely congested now  How can I NOT be out on a day like this???",0
@heresmyhello92 Alright...I'm out. Nighty Asia. TTYl ,1
debating the Taste of Forsyth activity.  Rain is predicted for all afternoon. ,0
@JLSOfficial I love you Marvin! We just bombarded the website and made sure you got as many votes as possible!! Have fun tomorrow  xx,1
"@TaceD Sat 4 over 2 hrs past my appointment time b4 getting seen  but a good start made, outline work @ the mo, at least another 3 visits",0
My crickets arrived! . Many are dead.   http://twitpic.com/7mozw,0
"@Glowpinkstah Thanks... Btw, you look cute in your pink star tank ",1
is out doing sales  i used to hate this but now im enjoying it  ,1
"@DENISE_RICHARDS been your number fans since ""starship troopers 1!  have a good day! ",1
"@daldisco great game, i have it on my iphone but it keeps crashing after  some time ",0
i hate that i dont have a computer i can only use my phone n sitting here 4 someone to reply  not cool,0
@MmmBaileys See ya later have fun! ,1
@Dog_Crazy I've been having to block the n a s t i e s last week for a couple of days - but so far this weekend I've been free of them. ,1
@Evoke I hope you found a green soy-based spray foam insulation product and/or SPF company ,1
i have three hours to do my hair. and it STILL won't be straight ,0
"Its taken me a while to get into it, but I'm really enjoying the new Fightstar album now. Cheeky drumming! ",1
@davehillman SORRY!!! LOL I've got a bit of a headache ,1
@gale_x What's wrong? ,0
I need something to do....I'm sooooooo bored ,0
Sleep is for the weak plus im not tired enough to pass out got up at 4pm yesterday so im good for another few hours  also missing the gf,1
